model_alias,model_id,experiment_id,run_id,status,training_data,n_train,train_doc_mode,eval_doc_mode,corpus_config,summary_generator,summary_prompt_variant,folds,epochs,batch_size,gradient_accumulation_steps,learning_rate,temperature,max_seq_length,lora_r,lora_alpha,lora_dropout,fn_mask_threshold,hard_negative_config,query_instruction_variant_original,query_instruction_text,old_eval_n,old_mrr_at_10,old_r_at_1,old_r_at_5,old_r_at_10,artifact_available,can_recalculate_from_artifact,needs_eval_rerun,needs_cluster_aware_retrain,needs_training_rerun,next_action,notes,source_file
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_06,r64_t010_lr5e-5_fold0,configured_not_observed_locally,MORABLES,fold_train,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,1,10,4,4,5e-05,0.1,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",,,,,,config_only,no,yes,yes_if_selected,yes_for_full_cv,Use only to choose final hyperparameters; official run needs cluster-aware CV.,FT06 random-search space row.,finetuning/ft_06_random_search/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_07,2026-04-29_10-48-14_linq_s1000__fable_plus_summary,completed,STORAL_s1000,1000,STORAL_stories,fable_plus_summary,fable_plus_summary,,,none_external_transfer,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.421946,0.303244,0.554302,0.647391,result_json_only,no,yes,no,no_if_weights_available,Prioritize Linq s500 and Qwen3 sfull/s500 for clustered external-transfer eval.,"length_range=[30, 300]; external STORAL transfer.",finetuning/ft_07_storal_transfer/results/2026-04-29_10-48-14_linq_s1000.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_07,2026-04-29_10-48-14_linq_s1000__raw,completed,STORAL_s1000,1000,STORAL_stories,raw,raw,,,none_external_transfer,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.306790,0.190409,0.438646,0.530324,result_json_only,no,yes,no,no_if_weights_available,Prioritize Linq s500 and Qwen3 sfull/s500 for clustered external-transfer eval.,"length_range=[30, 300]; external STORAL transfer.",finetuning/ft_07_storal_transfer/results/2026-04-29_10-48-14_linq_s1000.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_07,2026-04-29_10-13-37_linq_s500__fable_plus_summary,completed,STORAL_s500,500,STORAL_stories,fable_plus_summary,fable_plus_summary,,,none_external_transfer,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.450427,0.331453,0.589563,0.678420,full_embeddings,yes,no,no,no_if_weights_available,Prioritize Linq s500 and Qwen3 sfull/s500 for clustered external-transfer eval.,"length_range=[56, 195]; external STORAL transfer.",finetuning/ft_07_storal_transfer/results/2026-04-29_10-13-37_linq_s500.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_07,2026-04-29_10-13-37_linq_s500__raw,completed,STORAL_s500,500,STORAL_stories,raw,raw,,,none_external_transfer,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.356577,0.239774,0.489422,0.578279,result_json_only,no,yes,no,no_if_weights_available,Prioritize Linq s500 and Qwen3 sfull/s500 for clustered external-transfer eval.,"length_range=[56, 195]; external STORAL transfer.",finetuning/ft_07_storal_transfer/results/2026-04-29_10-13-37_linq_s500.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_07,2026-04-29_11-50-27_linq_sfull__fable_plus_summary,completed,STORAL_sfull,1675,STORAL_stories,fable_plus_summary,fable_plus_summary,,,none_external_transfer,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.432894,0.313117,0.571227,0.644570,result_json_only,no,yes,no,no_if_weights_available,Prioritize Linq s500 and Qwen3 sfull/s500 for clustered external-transfer eval.,length_range=None; external STORAL transfer.,finetuning/ft_07_storal_transfer/results/2026-04-29_11-50-27_linq_sfull.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_07,2026-04-29_11-50-27_linq_sfull__raw,completed,STORAL_sfull,1675,STORAL_stories,raw,raw,,,none_external_transfer,10,4,4,0.0001,0.05,512,64,128,0.05,,,moral_statement_specific,"Instruct: Given a moral statement, retrieve the fable that best conveys this moral.\nQuery: ",709,0.328084,0.220028,0.447109,0.533145,result_json_only,no,yes,no,no_if_weights_available,Prioritize Linq s500 and Qwen3 sfull/s500 for clustered external-transfer eval.,length_range=None; external STORAL transfer.,finetuning/ft_07_storal_transfer/results/2026-04-29_11-50-27_linq_sfull.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_08,ft_08_clean_5fold,configured_no_completed_result,MORABLES_615_clean,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,,,,,config_only,no,yes,yes_if_kept,yes,Recast as cluster-aware sanity run if still needed.,No completed result found.,finetuning/ft_08_clean_sanity/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_08,ft_08_noisy_5fold,configured_no_completed_result,MORABLES_709_noisy,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",,,,,,config_only,no,yes,yes_if_kept,yes,Recast as cluster-aware sanity run if still needed.,No completed result found.,finetuning/ft_08_clean_sanity/config.yaml
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_09,2026-05-09_16-41-50_fn_masking,completed,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,0.85,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",142,0.373496,0.274648,0.457746,0.556338,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Most relevant MORABLES-CV method; rerun cluster-aware after data freeze.,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_16-41-50_fn_masking.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_09,2026-05-09_16-57-13_fn_masking,completed,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,0.85,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",142,0.463657,0.338028,0.591549,0.683099,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Most relevant MORABLES-CV method; rerun cluster-aware after data freeze.,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_16-57-13_fn_masking.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_09,2026-05-09_17-11-46_fn_masking,completed,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,0.85,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",142,0.503975,0.401408,0.633803,0.704225,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Most relevant MORABLES-CV method; rerun cluster-aware after data freeze.,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_17-11-46_fn_masking.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_09,2026-05-09_17-26-25_fn_masking,completed,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,0.85,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",142,0.386409,0.253521,0.542254,0.619718,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Most relevant MORABLES-CV method; rerun cluster-aware after data freeze.,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_17-26-25_fn_masking.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_09,2026-05-09_20-14-04_fn_masking,completed,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,0.85,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",141,0.447747,0.319149,0.609929,0.687943,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Most relevant MORABLES-CV method; rerun cluster-aware after data freeze.,threshold=0.85,finetuning/ft_09_fn_masking/results/2026-05-09_20-14-04_fn_masking.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_09,aggregate_from_fold_files,completed,MORABLES_with_fn_masking,,fable_plus_summary,fable_plus_summary,fable_plus_summary,,,5,10,4,4,0.0001,0.05,512,64,128,0.05,0.85,,general,"Instruct: Given a text, retrieve the most relevant passage that answers the query\nQuery: ",709,0.435057,0.317348,0.566996,0.650212,result_json_only,no,yes,yes,yes_for_official_clustered_cv,Most relevant MORABLES-CV method; rerun cluster-aware after data freeze.,Derived from fold_0..fold_4 result files; threshold=0.85,finetuning/ft_09_fn_masking/results/fold_*.json
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemini/conceptual_abstract/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemini/conceptual_abstract/fable+summary,gemini,conceptual_abstract,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.358000,0.253900,0.462600,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3481; delta=+0.0099; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemini/cot_proverb/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemini/cot_proverb/fable+summary,gemini,cot_proverb,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.367200,0.260900,0.478100,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3597; delta=+0.0075; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemini/direct_moral/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemini/direct_moral/fable+summary,gemini,direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.354700,0.251100,0.468300,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3502; delta=+0.0045; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemma4-31B/conceptual_abstract/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemma4-31B/conceptual_abstract/fable+summary,gemma4-31B,conceptual_abstract,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3015; delta=; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemma4-E2B/direct_moral/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemma4-E2B/direct_moral/fable+summary,gemma4-E2B,direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2212; delta=; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemma4-E4B/thinking_direct_moral/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemma4-E4B/thinking_direct_moral/fable+summary,gemma4-E4B,thinking_direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2502; delta=; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemini/conceptual_abstract/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemini/conceptual_abstract/fable+summary,gemini,conceptual_abstract,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.362900,0.260900,0.476700,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3481; delta=+0.0148; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemini/cot_proverb/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemini/cot_proverb/fable+summary,gemini,cot_proverb,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.371400,0.266600,0.485200,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3597; delta=+0.0117; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemini/direct_moral/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemini/direct_moral/fable+summary,gemini,direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.364000,0.256700,0.481000,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3502; delta=+0.0138; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemma4-31B/conceptual_abstract/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemma4-31B/conceptual_abstract/fable+summary,gemma4-31B,conceptual_abstract,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3015; delta=; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemma4-E2B/direct_moral/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemma4-E2B/direct_moral/fable+summary,gemma4-E2B,direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2212; delta=; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemma4-E4B/thinking_direct_moral/fable+summary,completed,IdioLink,440,IdioLink_triplets,fable_summary,gemma4-E4B/thinking_direct_moral/fable+summary,gemma4-E4B,thinking_direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2502; delta=; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__raw,completed,IdioLink,440,IdioLink_triplets,raw,raw,,-,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.209300,0.124100,0.276400,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2107; delta=-0.0014; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__raw,completed,IdioLink,440,IdioLink_triplets,raw,raw,,-,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.215900,0.132600,0.292000,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2107; delta=+0.0052; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemini/cot_proverb/summary+fable,completed,IdioLink,440,IdioLink_triplets,summary+fable,gemini/cot_proverb/summary+fable,gemini,cot_proverb,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.351700,0.238400,0.471100,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3499; delta=+0.0018; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemini/cot_proverb/summary+fable,completed,IdioLink,440,IdioLink_triplets,summary+fable,gemini/cot_proverb/summary+fable,gemini,cot_proverb,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.363800,0.260900,0.468300,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3499; delta=+0.0139; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemini/cot_proverb/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemini/cot_proverb/summary_only,gemini,cot_proverb,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.305600,0.210200,0.410400,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3031; delta=+0.0025; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemma4-31B/conceptual_abstract/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemma4-31B/conceptual_abstract/summary_only,gemma4-31B,conceptual_abstract,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2619; delta=; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemma4-E2B/direct_moral/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemma4-E2B/direct_moral/summary_only,gemma4-E2B,direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.1411; delta=; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_original_results__Linq-Embed-Mistral__gemma4-E4B/thinking_direct_moral/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemma4-E4B/thinking_direct_moral/summary_only,gemma4-E4B,thinking_direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2306; delta=; source column=original_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_original_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemini/cot_proverb/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemini/cot_proverb/summary_only,gemini,cot_proverb,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,0.294200,0.197500,0.394900,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.3031; delta=-0.0089; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemma4-31B/conceptual_abstract/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemma4-31B/conceptual_abstract/summary_only,gemma4-31B,conceptual_abstract,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2619; delta=; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemma4-E2B/direct_moral/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemma4-E2B/direct_moral/summary_only,gemma4-E2B,direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.1411; delta=; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_a,option_a_results__Linq-Embed-Mistral__gemma4-E4B/thinking_direct_moral/summary_only,completed,IdioLink,440,IdioLink_triplets,summary_only,gemma4-E4B/thinking_direct_moral/summary_only,gemma4-E4B,thinking_direct_moral,none_external_transfer,10,4,8,2e-05,,512,64,128,0.05,,,model_default_or_prefix,,709,,,,,csv_metrics_model_incomplete,no,yes,no,no_if_weights_available_else_yes,Do not prioritize unless IdioLink transfer becomes a main comparison.,zero_shot_MRR=0.2306; delta=; source column=idiolink_ft_MRR@10,finetuning/ft_10_idiolink_transfer/option_a_zero_shot/results/option_a_results.csv
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_b,option_b_sequential,planned_no_results_found,IdioLink then MORABLES,,,various,various,,,,,,,,,,,,,,,,,,,,,,planned_only,no,yes,yes_if_morables_supervised,yes,Not started; run only if selected.,README/scripts exist; no result files found.,finetuning/ft_10_idiolink_transfer/option_b_sequential/README.md
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_c,option_c_mixing,planned_no_results_found,IdioLink+MORABLES mixed,,,various,various,,,,,,,,,,,,,,,,,,,,,,planned_only,no,yes,yes_if_morables_supervised,yes,Not started; run only if selected.,README/scripts exist; no result files found.,finetuning/ft_10_idiolink_transfer/option_c_mixing/README.md
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,ft_10_option_d,option_d_hard_neg,planned_no_results_found,IdioLink hard negatives,,,various,various,,,,,,,,,,,,,,,,,,,,,,planned_only,no,yes,yes_if_morables_supervised,yes,Not started; run only if selected.,README/scripts exist; no result files found.,finetuning/ft_10_idiolink_transfer/option_d_hard_neg/README.md
Linq-Embed-Mistral / Qwen3-Embedding-8B,Linq-AI-Research/Linq-Embed-Mistral / Qwen/Qwen3-Embedding-8B,synthetic_ft,synthetic_fables_ft,planned_not_done,Synthetic fables from clustered MORABLES morals,planned,synthetic_fables,raw/fable_plus_summary,raw/fable_plus_summary,,,,,,,,,,,,,,,,,,,,,,none,no,yes,no_external_synthetic,yes,Design after clustered data freeze.,Planned in exp14 plan; no completed synthetic-data fine-tuning result found.,docs/exp14_finetuning_plan.md
