status,scope,experiment_id,experiment_name,run_id,run_date,result_level,task_direction,retrieval_backend,retrieval_model,retrieval_model_id,generator_model,generator_model_id,training_data,n_train,train_doc_mode,eval_doc_mode,corpus_config,corpus_type,instruction_variant,prompt_variant,folds,eval_n,MRR@10,R@1,R@5,R@10,NDCG@10,Mean_Rank,Median_Rank,R@50,NDCG@50,notes,source_file
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__cot_proverb__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemini,,,,,summary_only,gemini/cot_proverb/summary_only,summary_only,,cot_proverb,,709,0.303064,0.210155,0.400564,0.489422,0.339095,87.61,12,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__cot_proverb__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemini,,,,,summary_only,gemini/cot_proverb/summary_only,summary_only,,cot_proverb,,709,0.295644,0.201693,0.400564,0.473907,0.32914,85.93,13,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__direct_moral__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemini,,,,,fable_summary,gemini/direct_moral/fable_summary,fable_summary,,direct_moral,,709,0.35024,0.235543,0.48237,0.572638,0.394522,49.71,6,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__direct_moral__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemini,,,,,fable_summary,gemini/direct_moral/fable_summary,fable_summary,,direct_moral,,709,0.332793,0.22426,0.440056,0.544429,0.372815,51.98,8,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__direct_moral__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemini,,,,,summary_only,gemini/direct_moral/summary_only,summary_only,,direct_moral,,709,0.332607,0.22426,0.437236,0.552891,0.376942,70.29,7,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__direct_moral__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemini,,,,,summary_only,gemini/direct_moral/summary_only,summary_only,,direct_moral,,709,0.33742,0.234133,0.45275,0.543018,0.378491,64.88,8,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__proverb__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemini,,,,,fable_summary,gemini/proverb/fable_summary,fable_summary,,proverb,,709,0.350732,0.239774,0.465444,0.571227,0.394481,51.47,6,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__proverb__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemini,,,,,fable_summary,gemini/proverb/fable_summary,fable_summary,,proverb,,709,0.316358,0.204513,0.431594,0.533145,0.357413,54.11,9,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__proverb__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemini,,,,,summary_only,gemini/proverb/summary_only,summary_only,,proverb,,709,0.281152,0.186178,0.383639,0.456982,0.313887,87.48,15,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemini__proverb__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemini,,,,,summary_only,gemini/proverb/summary_only,summary_only,,proverb,,709,0.270838,0.177715,0.372355,0.45134,0.303941,81.77,16,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__conceptual_abstract__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/conceptual_abstract/fable_summary,fable_summary,,conceptual_abstract,,709,0.251252,0.1622,0.337094,0.416079,0.28034,85.06,20,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__conceptual_abstract__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/conceptual_abstract/fable_summary,fable_summary,,conceptual_abstract,,709,0.2178,0.138223,0.287729,0.372355,0.242646,87.3,24,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__conceptual_abstract__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/conceptual_abstract/summary_only,summary_only,,conceptual_abstract,,709,0.009844,0.00141,0.005642,0.014104,0.00627,355.43,355,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__conceptual_abstract__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/conceptual_abstract/summary_only,summary_only,,conceptual_abstract,,709,0.010028,0.00141,0.007052,0.014104,0.006408,356.02,356,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__cot_proverb__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/cot_proverb/fable_summary,fable_summary,,cot_proverb,,709,0.251252,0.1622,0.337094,0.416079,0.28034,85.06,20,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__cot_proverb__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/cot_proverb/fable_summary,fable_summary,,cot_proverb,,709,0.2178,0.138223,0.287729,0.372355,0.242646,87.3,24,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__cot_proverb__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/cot_proverb/summary_only,summary_only,,cot_proverb,,709,0.009844,0.00141,0.005642,0.014104,0.00627,355.43,355,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__cot_proverb__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/cot_proverb/summary_only,summary_only,,cot_proverb,,709,0.010028,0.00141,0.007052,0.014104,0.006408,356.02,356,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__direct_moral__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/direct_moral/fable_summary,fable_summary,,direct_moral,,709,0.251252,0.1622,0.337094,0.416079,0.28034,85.06,20,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__direct_moral__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/direct_moral/fable_summary,fable_summary,,direct_moral,,709,0.2178,0.138223,0.287729,0.372355,0.242646,87.3,24,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__direct_moral__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/direct_moral/summary_only,summary_only,,direct_moral,,709,0.009844,0.00141,0.005642,0.014104,0.00627,355.43,355,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__direct_moral__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/direct_moral/summary_only,summary_only,,direct_moral,,709,0.010028,0.00141,0.007052,0.014104,0.006408,356.02,356,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__proverb__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/proverb/fable_summary,fable_summary,,proverb,,709,0.251252,0.1622,0.337094,0.416079,0.28034,85.06,20,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__proverb__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/proverb/fable_summary,fable_summary,,proverb,,709,0.2178,0.138223,0.287729,0.372355,0.242646,87.3,24,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__proverb__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/proverb/summary_only,summary_only,,proverb,,709,0.009844,0.00141,0.005642,0.014104,0.00627,355.43,355,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__proverb__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/proverb/summary_only,summary_only,,proverb,,709,0.010028,0.00141,0.007052,0.014104,0.006408,356.02,356,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_cot_proverb__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/thinking_cot_proverb/fable_summary,fable_summary,,thinking_cot_proverb,,709,0.251252,0.1622,0.337094,0.416079,0.28034,85.06,20,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_cot_proverb__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/thinking_cot_proverb/fable_summary,fable_summary,,thinking_cot_proverb,,709,0.2178,0.138223,0.287729,0.372355,0.242646,87.3,24,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_cot_proverb__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/thinking_cot_proverb/summary_only,summary_only,,thinking_cot_proverb,,709,0.009844,0.00141,0.005642,0.014104,0.00627,355.43,355,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_cot_proverb__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/thinking_cot_proverb/summary_only,summary_only,,thinking_cot_proverb,,709,0.010028,0.00141,0.007052,0.014104,0.006408,356.02,356,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_direct_moral__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/thinking_direct_moral/fable_summary,fable_summary,,thinking_direct_moral,,709,0.251252,0.1622,0.337094,0.416079,0.28034,85.06,20,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_direct_moral__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,fable_summary,gemma4-26B-A4B/thinking_direct_moral/fable_summary,fable_summary,,thinking_direct_moral,,709,0.2178,0.138223,0.287729,0.372355,0.242646,87.3,24,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_direct_moral__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/thinking_direct_moral/summary_only,summary_only,,thinking_direct_moral,,709,0.009844,0.00141,0.005642,0.014104,0.00627,355.43,355,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-26B-A4B__thinking_direct_moral__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-26B-A4B,,,,,summary_only,gemma4-26B-A4B/thinking_direct_moral/summary_only,summary_only,,thinking_direct_moral,,709,0.010028,0.00141,0.007052,0.014104,0.006408,356.02,356,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__conceptual_abstract__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,fable_summary,gemma4-31B/conceptual_abstract/fable_summary,fable_summary,,conceptual_abstract,,709,0.301458,0.200282,0.410437,0.499295,0.338605,66.66,11,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__conceptual_abstract__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,fable_summary,gemma4-31B/conceptual_abstract/fable_summary,fable_summary,,conceptual_abstract,,709,0.303532,0.198872,0.4189,0.503526,0.341522,63.26,10,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__conceptual_abstract__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,summary_only,gemma4-31B/conceptual_abstract/summary_only,summary_only,,conceptual_abstract,,709,0.261908,0.174894,0.351199,0.427362,0.290859,94.4,17,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__conceptual_abstract__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,summary_only,gemma4-31B/conceptual_abstract/summary_only,summary_only,,conceptual_abstract,,709,0.267312,0.174894,0.366714,0.45275,0.301794,87.31,16,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__cot_proverb__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,fable_summary,gemma4-31B/cot_proverb/fable_summary,fable_summary,,cot_proverb,,709,0.269708,0.173484,0.365303,0.475317,0.308467,70.01,13,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__cot_proverb__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,fable_summary,gemma4-31B/cot_proverb/fable_summary,fable_summary,,cot_proverb,,709,0.276005,0.179126,0.375176,0.478138,0.313522,67.21,12,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__cot_proverb__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,summary_only,gemma4-31B/cot_proverb/summary_only,summary_only,,cot_proverb,,709,0.185207,0.112835,0.249647,0.325811,0.208669,132.18,44,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__cot_proverb__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,summary_only,gemma4-31B/cot_proverb/summary_only,summary_only,,cot_proverb,,709,0.209693,0.12976,0.287729,0.379408,0.239791,112.58,25,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__direct_moral__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,fable_summary,gemma4-31B/direct_moral/fable_summary,fable_summary,,direct_moral,,709,0.290593,0.186178,0.403385,0.490832,0.328252,65.08,11,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__direct_moral__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,fable_summary,gemma4-31B/direct_moral/fable_summary,fable_summary,,direct_moral,,709,0.297223,0.204513,0.389281,0.489422,0.331141,63.53,11,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__direct_moral__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,summary_only,gemma4-31B/direct_moral/summary_only,summary_only,,direct_moral,,709,0.267324,0.190409,0.335684,0.421721,0.29331,88.59,18,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__direct_moral__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,summary_only,gemma4-31B/direct_moral/summary_only,summary_only,,direct_moral,,709,0.275715,0.188999,0.358251,0.45275,0.307458,81.3,15,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__proverb__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,fable_summary,gemma4-31B/proverb/fable_summary,fable_summary,,proverb,,709,0.278885,0.181946,0.372355,0.458392,0.311471,74.24,14,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__proverb__fable_summary__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,fable_summary,gemma4-31B/proverb/fable_summary,fable_summary,,proverb,,709,0.271697,0.173484,0.376587,0.480959,0.311052,68.76,12,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__proverb__summary_only__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,summary_only,gemma4-31B/proverb/summary_only,summary_only,,proverb,,709,0.172867,0.098731,0.246827,0.310296,0.196453,144.4,49,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__proverb__summary_only__Qwen3-Embedding-8B,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,gemma4-31B,,,,,summary_only,gemma4-31B/proverb/summary_only,summary_only,,proverb,,709,0.198862,0.117066,0.276446,0.351199,0.224863,119.6,31,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
completed,MORABLES,exp_13,Gemma 4 GPU summarization grid,gemma4-31B__thinking_cot_proverb__fable_summary__Linq-Embed-Mistral,2026-05-06 11:54:49,full_709,moral_to_fable,summary_then_embedding,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,gemma4-31B,,,,,fable_summary,gemma4-31B/thinking_cot_proverb/fable_summary,fable_summary,,thinking_cot_proverb,,709,0.251252,0.1622,0.337094,0.416079,0.28034,85.06,20,,,,experiments/13_gemma4_gpu_summarization/results/2026-05-06_11-54-49_eval_all.csv
