similarity,tier,moral_a,fable_a_id,fable_a_title,moral_b,fable_b_id,fable_b_title
0.8134,medium,It is more honorable to die having achieved noble deeds than to live a life of vice.,fable_0661,A Horse and a Hog,Wisdom is far superior to strength.,fable_0682,A Fox and a Hare
0.8134,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs"
0.8134,medium,Quality is better than quantity.,fable_0111,The Vixen and the Lioness,Wisdom is far superior to strength.,fable_0682,A Fox and a Hare
0.8134,medium,To be satisfied with one's lot is better than to desire something which one is not fitted to receive.,fable_0005,The Ass and the Lapdog,A humble life free from danger is more valuable than a life of luxury filled with peril.,fable_0592,The Circus Dogs and the Street Dogs
0.8134,medium,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees,Do not fight with those who are perfectly capable of fighting back.,fable_0664,A Husband and Wife twice Married
0.8133,medium,Do not blame others for the circumstances of their upbringing.,fable_0311,The Hunting Dog And The Watch Dog,Only untrustworthy people blame the consequences of their own actions on others.,fable_0648,An Old Woman and the Devil
0.8133,medium,Understand what you are doing before you do it.,fable_0093,The Shepherd and the Sea,Stay vigilant and think before you speak.,fable_0382,The Fox And The Partridge
0.8133,medium,"When people plot against their neighbours, they fall victim to the same sort of plot themselves.",fable_0140,The Bird Catcher And The Viper,The things that a person does to others will happen to him in turn.,fable_0395,The Goat And The Vine
0.8133,medium,Don't go to extremes.,fable_0559,The Gardener and His Master,Do not boast lest you be taken down.,fable_0598,The Lamp
0.8133,medium,Do not neglect small advantages in hopes of better ones.,fable_0403,The Hawk And The Nightingale,Those who avoid hardship may miss out on valuable rewards.,fable_0441,The Monkey And The Nut
0.8133,medium,Never put yourself in your enemy's clutches.,fable_0101,The Tortoise and the Birds,Do not take on more than you can handle.,fable_0350,The Lion And The Farmer
0.8133,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,An enemy is most dangerous when offering you help.,fable_0517,The Sow And The Wolf
0.8133,medium,Greed for more can lead to losing what you already have.,fable_0332,The Jackdaw And The Doves,"It is often the case that people are greedy for things which they think will bring them honour, but which only result in their death and destruction.",fable_0401,Jupiter And The Hare
0.8132,medium,Every tale is not to be believed.,fable_0537,The Thief And The Innkeeper,Flatterers and deceivers are not to be trusted.,fable_0597,"The Wolf, the Fox and the Gift"
0.8132,medium,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns",One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
0.8132,medium,Deceivers often exploit the inability of others to challenge their falsehoods.,fable_0380,"The Fox, The Monkey And His Ancestors",Never trust a known deceiver.,fable_0594,"The Lion, The Fox and the Deer"
0.8132,medium,Those who thrive on deception often retaliate against those who speak the truth.,fable_0429,The Monkeys And The Two Men,An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd
0.8132,medium,Do not boast too much at the height of your powers; people often spend their old age worn out with toil and trouble.,fable_0345,The Race Horse In The Mill,"Do not mock the feelings of old age, as no one can escape them if they go on living.",fable_0644,A Young Droll and a Crooked Old Man
0.8132,medium,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees,One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
0.8132,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog",False men cannot be trusted.,fable_0473,The Shepherd And The Wolf Cub
0.8131,medium,Greedy men chase after profit with such an intensity that they destroy themselves without achieving anything.,fable_0381,"The Fox, The Moon And The River",Take pleasure when thieves destroy themselves.,fable_0383,"The Wolf, The Fox And The Shepherd"
0.8131,medium,A discerning person is made wise by the misfortunes of his neighbours.,fable_0248,The Cicada And The Fox,A wicked person deservedly comes to a bad end by keeping company with other wicked people.,fable_0372,The Snake And The Thorn Bush
0.8131,medium,Do not attempt the impossible.,fable_0183,The Frog And The Ox,Be careful what you wish for.,fable_0278,The Poor Man And Death
0.8131,medium,You can't always stop a fool.,fable_0331,The Driver And The Donkey On The Cliff,A fool will make excuses for foolish behavior.,fable_0400,The Hunter And The Horseman
0.8131,medium,Do not neglect small advantages in hopes of better ones.,fable_0403,The Hawk And The Nightingale,A small inconvenience is compensated for by a greater usefulness.,fable_0625,A Husband-man and Ceres
0.8131,medium,When people harbor a criminal they become his first victims without even realizing it.,fable_0128,The Shepherd And The Wolf Cubs,Bad neighbours are the first to suffer from the harm they would do to others.,fable_0349,The Farmer And The Fox
0.8131,medium,Those who do you a favour you must repay kind.,fable_0250,The Eagle And The Farmer,Do not neglect the loyalty of old friends to please new acquaintances.,fable_0595,"The Lion, The Fox and the Monkey serving dinner"
0.8131,medium,"You must not act unnaturally, trying to achieve some impossible thing.",fable_0264,The Donkey And The Cricket,We must not require what is unreasonable.,fable_0555,The Author
0.8131,medium,Even a high and mighty person should beware of his inferiors; their ingenuity can find a way to take revenge.,fable_0163,The Eagle And The Fox,No one should boast when his prowess is a matter of mere circumstance.,fable_0519,The Ram And The Wolf
0.8130,medium,"The dishonest, if they act honestly, get no credit.",fable_0137,"The Wolf, The Fox And The Monkey",Only untrustworthy people blame the consequences of their own actions on others.,fable_0648,An Old Woman and the Devil
0.8130,medium,One man's pleasure may be another's pain.,fable_0020,The Boys and the Frogs,Some begrudge others what they cannot enjoy themselves.,fable_0483,The Dog In The Manger
0.8130,medium,Wealth is of little value if one is too afraid to use or enjoy it.,fable_0258,The Coward And The Lion Of Gold,Trouble awaits you if you pursue ill-gotten gains.,fable_0536,The Shepherd And The Honeybees
0.8130,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher","Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow
0.8130,medium,Fear of the future can lead to actions that bring about the very fate we seek to avoid.,fable_0574,The Baby and the Crow,"When we are avoiding present dangers, we should not fall into even worse peril.",fable_0640,The Fishes and the Frying-Pan
0.8130,medium,Do not attempt the impossible.,fable_0183,The Frog And The Ox,Don't deceive yourself.,fable_0571,The Jackdaw and The Fox
0.8130,medium,"Do not ever trust your enemy. Always protect yourself from him, even if he comes to you humble and supplicating.",fable_0420,The Lion And The Unicorn,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8130,medium,Don't promise big things if you can't deliver.,fable_0413,The Mountain In Labour,"People are often quick to make promises, but they do not really expect to have to fulfill them.",fable_0521,The Sick Man And His Wife
0.8129,medium,Bear that those who are inferior to you in merit should be like you in outside appearances.,fable_0396,Jupiter And The Goats,People with excellent qualities are often insulted by their inferiors.,fable_0543,The Horse And The Goats
0.8129,medium,Understand what you are doing before you do it.,fable_0093,The Shepherd and the Sea,It's wise to think before we speak.,fable_0626,A Country-man and a Hawk
0.8129,medium,Do not let anything turn you from your purpose.,fable_0421,"The Kid, The Wolf And The Flute",Don't take on more than you can accomplish.,fable_0508,The Jackdaw And The Eagle
0.8129,medium,It is a foolish thing to give advice to others while not looking out for oneself.,fable_0340,The Hare And The Sparrow,Someone who cannot manage his own affairs is not qualified to give advice to his neighbours.,fable_0436,The Merchant And The Ravens
0.8129,medium,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns","It is dangerous to believe a story, and dangerous not to believe it.",fable_0539,Augustus And The Murder
0.8129,medium,The man who talks for both sides is not to be trusted by either.,fable_0074,The Man and the Satyr,He who incites to strife is worse than he who takes part in it.,fable_0106,The Trumpeter Taken Prisoner
0.8129,medium,It is a foolish man who wants to rival his superiors.,fable_0290,The Dog And The Lion,"When public officials encourage foolishness, it's no surprise if fools try to become public officials.",fable_0668,An Ass puts in for an Office
0.8129,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees
0.8129,medium,People often grudge others what they cannot enjoy themselves.,fable_0030,The Dog in the Manger,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog
0.8128,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",Be careful what you wish for.,fable_0278,The Poor Man And Death
0.8128,medium,Do not trust the wicked.,fable_0121,The Abbot And The Flea,Beware of when the powerful and the deceitful collaborate.,fable_0236,"The Night-Owl, The Cat And The Mouse"
0.8128,medium,People who have been treated with contempt repay the deed in kind.,fable_0454,The Panther And The People,The man who treats others well is rewarded by gratitude.,fable_0533,"The Snake, The Eagle And The Farmer"
0.8128,medium,Do not trust the wicked.,fable_0121,The Abbot And The Flea,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog
0.8128,medium,Fine work gets preserved and treasured.,fable_0096,The Silkworm and Spider,The memory of a good deed lives.,fable_0451,The Old Woman And The Wine Jar
0.8128,medium,"Everyone should be satisfied with their own lot in life, given that disaster awaits us on every side.",fable_0667,A Husbandman turn'd Soldier and Merchant,Be content with your lot.,fable_0691,A Pike sets up for Sovereignty
0.8128,medium,Favor those who do you kindness.,fable_0247,"The Two Men, The Eagle And The Fox",Bear that those who are inferior to you in merit should be like you in outside appearances.,fable_0396,Jupiter And The Goats
0.8127,medium,To be satisfied with one's lot is better than to desire something which one is not fitted to receive.,fable_0005,The Ass and the Lapdog,Quality is more valuable than quantity.,fable_0377,The Sow And The Lioness
0.8127,medium,"It is dangerous to believe a story, and dangerous not to believe it.",fable_0539,Augustus And The Murder,"When we are avoiding present dangers, we should not fall into even worse peril.",fable_0640,The Fishes and the Frying-Pan
0.8127,medium,"In avoiding a lesser danger, one may inadvertently fall into a greater peril.",fable_0281,The Deer And The Lion,"They who act without sufficient thought, will often fall into unsuspected danger",fable_0303,The Dog And The Shellfish
0.8126,medium,Do not trust the wicked.,fable_0121,The Abbot And The Flea,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns"
0.8126,medium,The strong and the weak cannot keep company.,fable_0108,The Two Pots,We should not pick fights with people stronger than we are.,fable_0688,A Bull and a Ram
0.8126,medium,Don't take your friends for foes.,fable_0194,The Bees And The Beekeeper,Better to be alone than in bad company.,fable_0684,An Impertinent and a Philosopher
0.8126,medium,The man who talks for both sides is not to be trusted by either.,fable_0074,The Man and the Satyr,Enemies' promises were made to be broken.,fable_0082,The Nurse and the Wolf
0.8126,medium,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees,Stay vigilant and think before you speak.,fable_0382,The Fox And The Partridge
0.8126,medium,It is foolish to expect help from someone who is naturally unkind.,fable_0039,The Fox And The Bramble,"When you need someone to lend a hand, mere words are no help at all.",fable_0392,"The Water-Snake, The Viper And The Frogs"
0.8126,medium,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog,"Do not ever trust your enemy. Always protect yourself from him, even if he comes to you humble and supplicating.",fable_0420,The Lion And The Unicorn
0.8126,medium,You will only injure yourself if you take notice of despicable enemies.,fable_0012,The Bald Man and the Fly,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf
0.8125,medium,The unjust man is envious of anyone else's good fortune.,fable_0461,"The Wolf, The Raven And The Ram",Fortune can occasionally bestow favours that exceed a person's hopes and expectations.,fable_0494,The Bride And The Two Grooms
0.8125,medium,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King,Those who scheme against others may ultimately fall victim to their own plots.,fable_0402,The Roosters And The Hawk
0.8125,medium,Appearances are deceptive.,fable_0001,The Ant and the Chrysalis,An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd
0.8125,medium,No gratitude from the wicked.,fable_0118,The Woodman and the Serpent,Do not trust the wicked.,fable_0121,The Abbot And The Flea
0.8124,medium,Enemies' promises are made to be broken.,fable_0080,The Mother and the Wolf,Watch the actions of your enemy.,fable_0590,The Sun and the Frogs
0.8124,medium,It is a foolish thing to give advice to others while not looking out for oneself.,fable_0340,The Hare And The Sparrow,Those who neglect their own affairs while meddling in others' lives often reveal their own shortcomings.,fable_0476,The Soothsayer And The Theft
0.8124,medium,Be careful what you wish for.,fable_0278,The Poor Man And Death,Do not let your fancy make you forget realities.,fable_0581,The Wolf and his Shadow
0.8124,medium,True value comes from usefulness.,fable_0153,The Gods And Their Trees,What is most truly valuable is often underrated.,fable_0477,The Stag And His Reflection
0.8124,medium,"Those who would mend others, should first mend themselves.",fable_0087,The Quack Frog,People who do harm to others destroy themselves in the bargain.,fable_0390,The Frog And The Mouse
0.8124,medium,"Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King,"We should never put our trust in a wicked man, even if he seems to be completely innocuous.",fable_0405,The Hen And The Eggs
0.8123,medium,Only untrustworthy people blame the consequences of their own actions on others.,fable_0648,An Old Woman and the Devil,What a person does through another is truly their own action.,fable_0651,A Run-away Dog and his Master
0.8123,medium,It is better to serve in safety than to rule in peril.,fable_0532,The Fox And The Lion Hunting,"It is better by far to be governed by one chief, than by many.",fable_0671,A Council of Birds for Chusing more Kings
0.8123,medium,"It is better to be injured with impunity, than to put ourselves in the power of another.",fable_0548,The Horse and the Wild Boar,Better to be alone than in bad company.,fable_0684,An Impertinent and a Philosopher
0.8123,medium,Flatters are not to be trusted.,fable_0043,The Fox And The Raven,Do not trust the wicked.,fable_0121,The Abbot And The Flea
0.8122,medium,Do not say anything at any time that you would not say at all times.,fable_0114,The Wolf and the Kid,Do not boast lest you be taken down.,fable_0598,The Lamp
0.8122,medium,There is danger in the silent enemy.,fable_0623,The Rustic seeking to Cross a River,An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd
0.8122,medium,Avoid the gain that exposes to hazard.,fable_0554,The Man and the Ass,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8122,medium,It is easy to be brave when there is no danger.,fable_0523,"The Sheep, The Goat And The Sow",It is better to be loved than feared.,fable_0584,Winter and Spring
0.8122,medium,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow,"Do not ever trust your enemy. Always protect yourself from him, even if he comes to you humble and supplicating.",fable_0420,The Lion And The Unicorn
0.8122,medium,Do not take pride in the good qualities that actually belong to someone else.,fable_0307,The Wolf And The Dog In Pursuit,People with excellent qualities are often insulted by their inferiors.,fable_0543,The Horse And The Goats
0.8121,medium,Do not take on more than you can handle.,fable_0350,The Lion And The Farmer,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8121,medium,"He who covets what belongs to another, deservedly loses his own.",fable_0031,The Dog and the Shadow,Even those who work hard may find their material wealth undone by the greed of others.,fable_0482,The Ants And The Pigs
0.8121,medium,Inner beauty is better than outer beauty.,fable_0221,The Children And The Mirror,A fine coat is not always an indication of an attractive mind.,fable_0563,The Fox and The Leopard
0.8121,medium,"In avoiding a lesser danger, one may inadvertently fall into a greater peril.",fable_0281,The Deer And The Lion,Be careful what you wish for; your wish may be granted.,fable_0431,The Shepherd And The Lion
0.8121,medium,Try before you trust.,fable_0067,The Lion and the Eagle,Do not try to do impossible things.,fable_0292,The Wolves And The Hides
0.8120,medium,Do not ask for more than you deserve.,fable_0515,Mercury And The Two Women,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King
0.8120,medium,Pretenders will be found out.,fable_0196,"The Bees, The Drones And The Wasps","Beware of swindlers, as they often exploit the gullibility of others.",fable_0255,The Cobbler And The King
0.8120,medium,"You may share the labours of the great, but you will not share the spoil.",fable_0070,The Lion's Share,"A greedy man does not gladly give anything away, even when he has enough for himself.",fable_0513,The Monkey And The Fox
0.8119,medium,Do not try to do impossible things.,fable_0292,The Wolves And The Hides,You should not add one problem to another.,fable_0490,Aesop And The Runaway Slave
0.8119,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",Beware of those who appear busy but achieve little of value.,fable_0387,Tiberius Caesar And His Attendant
0.8119,medium,Understand what you are doing before you do it.,fable_0093,The Shepherd and the Sea,Count the cost before you commit yourselves.,fable_0337,The Hares And The Foxes
0.8119,medium,Try before you trust.,fable_0067,The Lion and the Eagle,False confidence often leads into danger.,fable_0330,"The Lion, The Rooster And The Donkey"
0.8119,medium,Do not try to do impossible things.,fable_0292,The Wolves And The Hides,Do not be in a hurry to change one evil for another.,fable_0503,The Oxen And The Butcher
0.8119,medium,You should not treat bad people the same way that you treat good people.,fable_0263,The Boy And The Scorpion,No one is so loving of a friend that they would not prefer their own good to that of another.,fable_0672,A Woman that would needs Die for her Husband
0.8119,medium,People get themselves into trouble because of their boasting.,fable_0145,The Foxes At The River,A fool will make excuses for foolish behavior.,fable_0400,The Hunter And The Horseman
0.8119,medium,People are asking for trouble if they make fun of someone who is better than they are.,fable_0132,Aesop And The Shipbuilders,"If you try to deceive someone who has his wits about him, you will waste your time and be made fun of as well.",fable_0265,The Dogs And The Crocodiles
0.8119,medium,Do not attempt the impossible.,fable_0183,The Frog And The Ox,Be careful what you wish for; your wish may be granted.,fable_0431,The Shepherd And The Lion
0.8119,medium,Don't make a big fuss over nothing.,fable_0079,The Mountains in Labour,Do not boast lest you be taken down.,fable_0598,The Lamp
0.8118,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher",Be cautious with promises made under duress.,fable_0237,"The Cat, The Mouse And The Oath"
0.8118,medium,People who lay traps for others bring about their own destruction.,fable_0317,The Goat And The Donkey,Bad neighbours are the first to suffer from the harm they would do to others.,fable_0349,The Farmer And The Fox
0.8118,medium,It is better to live in self-sufficient poverty than to be tormented by the worries of wealth.,fable_0252,The City Mouse And The Country Mouse,It is better to endure short-term struggles for long-term benefits than the other way around.,fable_0606,Prometheus and the two roads
0.8118,medium,Never put yourself in your enemy's clutches.,fable_0101,The Tortoise and the Birds,An enemy in disguise is much more unforgivable than an open enemy.,fable_0687,A Sheep-Biter Hang'd
0.8118,medium,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog,Do not blame others for the circumstances of their upbringing.,fable_0311,The Hunting Dog And The Watch Dog
0.8118,medium,People who lay traps for others should be careful not to fall into a trap themselves.,fable_0205,"The Nightingale, The Hawk And The Bird Catcher","Sometimes, the greatest threats come from those you trust.",fable_0399,The Halcyon And The Sea
0.8118,medium,The strong and the weak cannot keep company.,fable_0108,The Two Pots,"Unity is mankind's greatest good, while dissension is a weak and slavish thing",fable_0487,The Dogs And Their Commander
0.8118,medium,Do not boast to have something you do not.,fable_0271,"The Crow, The Eagle And The Feathers",Do not grasp at more than you need.,fable_0298,"The Dog, The Meat And The Reflection"
0.8117,medium,People who grasp for more than they need are deprived of what they have.,fable_0235,Zeus And The Camel,Wealth is of little value if one is too afraid to use or enjoy it.,fable_0258,The Coward And The Lion Of Gold
0.8117,medium,Do not neglect small advantages in hopes of better ones.,fable_0403,The Hawk And The Nightingale,"Do not trade what might come, which is uncertain, for present opportunities, which can never be regained.",fable_0654,A Fowler and a Chaffinch
0.8117,medium,False men cannot be trusted.,fable_0473,The Shepherd And The Wolf Cub,Trusting as you wish to be trusted doesn't work between a rogue and an honest person. ,fable_0628,A Pigeon and a Pye
0.8117,medium,He who harms someone should henceforth be treated with suspicion.,fable_0353,The Snake And The Farmer,"We should never put our trust in a wicked man, even if he seems to be completely innocuous.",fable_0405,The Hen And The Eggs
0.8117,medium,Tricksters can outsmart the strong.,fable_0275,The Eagle And The Crow,Deceivers often exploit the inability of others to challenge their falsehoods.,fable_0380,"The Fox, The Monkey And His Ancestors"
0.8117,medium,People often grasp for more than they need and thus lose the little they have.,fable_0181,The Man And The Golden Eggs,Even those who work hard may find their material wealth undone by the greed of others.,fable_0482,The Ants And The Pigs
0.8117,medium,Do not let anything turn you from your purpose.,fable_0421,"The Kid, The Wolf And The Flute",Don't deceive yourself.,fable_0571,The Jackdaw and The Fox
0.8116,medium,"Better poverty without care, than riches with.",fable_0220,The Fir Tree And The Bramble Bush,A life of greed and hoarding wealth leads to misery.,fable_0333,The Fox And The Dragon
0.8116,medium,Rewards do not always accompany a lifetime of good work.,fable_0212,The Old Dog And His Master,Luck often bestows the things that skill cannot obtain.,fable_0361,The Fishermen And The Tuna Fish
0.8116,medium,Never put yourself in your enemy's clutches.,fable_0101,The Tortoise and the Birds,Watch the actions of your enemy.,fable_0590,The Sun and the Frogs
0.8116,medium,Luck often bestows the things that skill cannot obtain.,fable_0361,The Fishermen And The Tuna Fish,No one should boast when his prowess is a matter of mere circumstance.,fable_0519,The Ram And The Wolf
0.8115,medium,Don't deceive yourself.,fable_0571,The Jackdaw and The Fox,Act as you profess to believe.,fable_0587,"The Philosopher, The Ants, and Mercury"
0.8115,medium,Easy life and seeming good fortune of others conceal a threat to their welfare.,fable_0328,"The Pig, The Donkey And The Barley",The life of the poor is often safer than the life of the rich.,fable_0631,Capons Fat and Lean
0.8115,medium,"He that has many friends, has no friends.",fable_0053,The Hare With Many Friends,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare
0.8115,medium,"When wicked people do not get the reward and thanks they expect, they immediately put a stop to their good works.",fable_0355,The Wolves And The Harvesters,People who have been treated with contempt repay the deed in kind.,fable_0454,The Panther And The People
0.8115,medium,Be content with your lot; one cannot be first in everything.,fable_0085,The Peacock and Juno,Do not take on more than you can handle.,fable_0350,The Lion And The Farmer
0.8114,medium,Believing your enemies makes you fall victim to their tricks and gets you into trouble.,fable_0229,"The Lion, The Bull And His Horns",Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs"
0.8114,medium,Be careful what you wish for; your wish may be granted.,fable_0431,The Shepherd And The Lion,Better to endure a small hardship than risk a greater one.,fable_0552,The Frogs asking for a King
0.8114,medium,Be careful what you wish for.,fable_0278,The Poor Man And Death,Do not be in a hurry to change one evil for another.,fable_0503,The Oxen And The Butcher
0.8114,medium,We must make friends in prosperity if we would have their help in adversity.,fable_0528,The Kite And His Mother,No one is so loving of a friend that they would not prefer their own good to that of another.,fable_0672,A Woman that would needs Die for her Husband
0.8114,medium,Stay vigilant and think before you speak.,fable_0382,The Fox And The Partridge,Consider all before you judge.,fable_0602,The Sheep and The Dog
0.8114,medium,Pretenders will be found out.,fable_0196,"The Bees, The Drones And The Wasps",Those who try to deceive may expect to be paid in their own coin.,fable_0299,"The Fox, The Rooster And The Dog"
0.8114,medium,Greed often overreaches itself.,fable_0050,The Goose With the Golden Eggs,Trouble awaits you if you pursue ill-gotten gains.,fable_0536,The Shepherd And The Honeybees
0.8114,medium,Do not blame others for the circumstances of their upbringing.,fable_0311,The Hunting Dog And The Watch Dog,"People are to be judged by their actions, not by their appearance.",fable_0677,A Cat and Mice
0.8114,medium,To be satisfied with one's lot is better than to desire something which one is not fitted to receive.,fable_0005,The Ass and the Lapdog,A little thing in hand is worth more than a great thing in prospect.,fable_0036,The Fisher and the Little Fish
0.8113,medium,Indulgence in luxuries can lead to peril.,fable_0516,The Mouse In The Pot,Better to face a known danger than to trust a deceitful promise of safety.,fable_0582,The Wolf and the Sheep in the Sheepfold
0.8113,medium,Misfortune tests the sincerity of friends.,fable_0014,The Bear and the Two Travelers,Fair weather friends are not worth much.,fable_0464,"The Raven, The Swallow And The Seasons"
0.8113,medium,Wisdom is far superior to strength.,fable_0682,A Fox and a Hare,We should not pick fights with people stronger than we are.,fable_0688,A Bull and a Ram
0.8113,medium,People with a history of wrongdoing are often not trusted.,fable_0344,"The Farmer, The Wolf And The Plow",Ambiguity in character can lead to mistrust.,fable_0376,The Fox And The Hyena
0.8113,medium,It is foolish to expect help from someone who is naturally unkind.,fable_0039,The Fox And The Bramble,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog"
0.8113,medium,Do not believe those who have ill intentions.,fable_0291,"The Fox, The Lamb And The Dog",False confidence often leads into danger.,fable_0330,"The Lion, The Rooster And The Donkey"
0.8112,medium,Do not boast too much at the height of your powers; people often spend their old age worn out with toil and trouble.,fable_0345,The Race Horse In The Mill,Do not take on more than you can handle.,fable_0350,The Lion And The Farmer
0.8112,medium,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare,Do not give up friends for foes.,fable_0312,"The Wolves, The Sheep And The Dogs"
0.8112,medium,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,fable_0294,The Donkey And The Pet Dog
0.8112,medium,People are asking for trouble if they make fun of someone who is better than they are.,fable_0132,Aesop And The Shipbuilders,It's better to ignore an insult from one troublemaker than to bring a whole crowd of trouble upon yourself.,fable_0653,A Bear and Bees
0.8112,medium,Quality is more valuable than quantity.,fable_0377,The Sow And The Lioness,Wisdom is far superior to strength.,fable_0682,A Fox and a Hare
0.8112,medium,Some begrudge others what they cannot enjoy themselves.,fable_0483,The Dog In The Manger,Men would bear their misfortunes more patiently if they considered the ones of others.,fable_0638,"The monkey, donkey and mole"
0.8112,medium,Luck often bestows the things that skill cannot obtain.,fable_0361,The Fishermen And The Tuna Fish,Those who avoid hardship may miss out on valuable rewards.,fable_0441,The Monkey And The Nut
0.8112,medium,"If people who have previously committed a crime are swiftly punished, then others will become afraid on their account.",fable_0157,Apollo And The Snake,Bad neighbours are the first to suffer from the harm they would do to others.,fable_0349,The Farmer And The Fox
0.8112,medium,Do not harm your benefactors.,fable_0282,The Deer And The Vine,Do not fight with those who are perfectly capable of fighting back.,fable_0664,A Husband and Wife twice Married
0.8111,medium,Things you acquire through evil means can be taken from you by evil means.,fable_0432,The Wolf And The Lion,"A bad man can come to ruin, but he is able to harm many other people first.",fable_0544,The Man And The Sword
0.8111,medium,Do not take pride in the good qualities that actually belong to someone else.,fable_0307,The Wolf And The Dog In Pursuit,Do not ask for more than you deserve.,fable_0515,Mercury And The Two Women
0.8111,medium,Do not take pride in the good qualities that actually belong to someone else.,fable_0307,The Wolf And The Dog In Pursuit,He who claims any good for himself takes away from the source of all the good he enjoys.,fable_0669,A River and a Fountain
0.8111,medium,Do not blame others.,fable_0468,The Rivers And The Sea,Don't be greedy.,fable_0565,The Swollen Fox
0.8111,medium,Vicious people cannot resist hurting others even when it is not in their own interests,fable_0089,The Scorpion and the Frog,"Sometimes, those you support become your worst enemy.",fable_0465,The Thief And The Lamp
0.8111,medium,Relying too much on subordinates can lead to unintended consequences.,fable_0241,The Man And The Cat,"In conflicts between powerful parties, bystanders may suffer unintended consequences.",fable_0444,"The Snake, The Weasel And The Mice"
0.8111,medium,Do not boast to have something you do not.,fable_0271,"The Crow, The Eagle And The Feathers",Do not try to do impossible things.,fable_0292,The Wolves And The Hides
0.8111,medium,You should think twice before offering anything to your enemies.,fable_0168,The Ax And The Trees,"We should never put our trust in a wicked man, even if he seems to be completely innocuous.",fable_0405,The Hen And The Eggs
0.8110,medium,Be sure of your pedigree before you boast of it.,fable_0081,The Mule,Do not boast lest you be taken down.,fable_0598,The Lamp
0.8110,medium,No one can be a friend if you know not whether to trust or distrust him.,fable_0309,The Dog And The Hare,One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
0.8110,medium,"Don't be seduced by deceptive words, they will cause nothing but trouble.",fable_0261,The Crane And The Crow,Do not play the wise man after the fact.,fable_0288,The Doctor At The Funeral
0.8110,medium,Those who thrive on deception often retaliate against those who speak the truth.,fable_0429,The Monkeys And The Two Men,One should never trust those with a history of deceit.,fable_0459,The Wolf And The Shepherd
