query_idx,moral_text,gt_fable_idx,gt_fable_title,gt_moral_category,gt_themes,gt_rank,gt_score,top1_fable_idx,top1_fable_title,top1_moral_category,top1_themes,top1_score,score_gap
287,Few things are done except for profit.,287,The Old Woman And Her Doctor,deception,deception|greed|justice|trust,17,0.4718,86,The Peasant and the Apple-Tree,greed,utility|gratitude|self-interest|reward,0.5731,0.1013
121,Do not trust the wicked.,121,The Abbot And The Flea,deception,deception|cunning|mercy|trickster,20,0.5989,261,The Crane And The Crow,trust,deception|friendship|prophecy|betrayal,0.6999,0.1010
268,Live your lives in the clothes that suit you.,268,The Jackdaw And The Peacocks,pride,pride|identity|contentment|humiliation,26,0.4466,673,A Son Singing at his Mother's Funeral,wisdom,social norms|hypocrisy|grief|propriety,0.5474,0.1008
67,Try before you trust.,67,The Lion and the Eagle,trust,trust|alliance|reliability|caution,18,0.4744,263,The Boy And The Scorpion,wisdom,danger|ignorance|nature|warning,0.5750,0.1006
47,There is as much malice in a wink as in a word.,47,The Fox and the Woodcutter,deception,deception|ingratitude|hypocrisy|trust,38,0.3982,82,The Nurse and the Wolf,deception,credulity|deception|empty threats|cunning,0.4977,0.0995
365,"Pleasure bought with pains, hurts.",365,The Flies And The Honey,greed,greed|temptation|consequences|gluttony,2,0.6790,536,The Shepherd And The Honeybees,greed,greed|consequences|natural defense|learning from experience,0.7783,0.0993
642,There is a clever way of joking between seriousness and jest that brings both enjoyment and benefit.,642,A Covetous Ambassador,deception,greed|deception|hypocrisy|exposure,10,0.4480,218,The Farmer'S Boy And The Snails,wisdom,irony|obliviousness|dark humor|nature,0.5471,0.0991
580,"No matter how you brag, you can be undone.",580,The Gnat and The Lion,hubris,pride before a fall|hubris|irony|overconfidence,15,0.4713,95,The Shipwrecked Impostor,deception,deception|lying|pride|consequences,0.5704,0.0991
258,Wealth is of little value if one is too afraid to use or enjoy it.,258,The Coward And The Lion Of Gold,courage,cowardice|greed|conflict|indecision,4,0.5208,438,The Man And His Gold,greed,miserliness|useless wealth|hoarding|loss,0.6184,0.0976
556,The essence of authenticity cannot be replicated.,556,Prometheus and Cunning,deception,truth vs lies|creation|deception|imperfection,4,0.3649,22,The Buffoon and the Countryman,deception,authenticity|imitation|deception|truth,0.4623,0.0975
389,People who stubbornly cling to unwise choices lose everything before they know it.,389,The Two Frogs By The Road,wisdom,stubbornness|comfort zone|risk|caution,4,0.4078,331,The Driver And The Donkey On The Cliff,wisdom,stubbornness|futility|irony|patience,0.5043,0.0966
226,"When you are besieged by powerful people, you are subject to vicious attacks by anyone and everyone.",226,The Bull And The Goats,patience,refuge|insult|greater danger|patience,37,0.5292,391,The Frogs And The Battle Of The Bulls,wisdom,collateral damage|power struggles|vulnerability|foresight,0.6253,0.0962
582,Better to face a known danger than to trust a deceitful promise of safety.,582,The Wolf and the Sheep in the Sheepfold,deception,deception|trust|refuge|spiritual sanctuary,9,0.5644,84,The One-Eyed Doe,fate,fate|irony|precaution|danger,0.6605,0.0961
615,Be prepared to defend your position.,615,The Assembly of Beasts,justice,equality|power imbalance|natural law|idealism vs reality,16,0.4100,214,"The Fox, The Boar And His Tusks",wisdom,preparation|foresight|wisdom|readiness,0.5042,0.0943
31,"He who covets what belongs to another, deservedly loses his own.",31,The Dog and the Shadow,greed,greed|illusion|foolishness|loss,5,0.6322,432,The Wolf And The Lion,justice,theft|power|irony|moral hypocrisy,0.7260,0.0938
305,Greed can lead to ruin.,305,The Dog And The Treasure,greed,greed|hubris|nature|consequences,6,0.6025,381,"The Fox, The Moon And The River",greed,illusion|obsession|greed|self-destruction,0.6959,0.0934
677,"People are to be judged by their actions, not by their appearance.",677,A Cat and Mice,deception,deception|naivety|danger|appearances,3,0.6936,546,The Butcher and the Ape,wisdom,appearances|judgment|inner vs outer beauty|deception,0.7869,0.0933
299,Those who try to deceive may expect to be paid in their own coin.,299,"The Fox, The Rooster And The Dog",deception,deception|cunning|friendship|justice,3,0.7022,223,The Sick Man And The Gods,deception,deception|divine retribution|broken promises|greed,0.7939,0.0917
697,Appearances can be deceiving.,697,A Plain Horse wins the Prize,wisdom,appearance|inner worth|judgment|performance over prestige,6,0.7155,677,A Cat and Mice,deception,deception|naivety|danger|appearances,0.8062,0.0907
443,Tear out vice by the roots and the branches will wither away.,443,The Thief And His Mother,justice,moral corruption|parental responsibility|consequences|blame,11,0.4140,611,The Owl and The Birds,wisdom,foresight|wisdom ignored|prophecy|regret,0.5045,0.0906
232,Experience teaches valuable lessons and encourages caution.,232,The Butcher And The Dog,trust,theft|warning|audacity|consequences,8,0.4888,248,The Cicada And The Fox,deception,cunning|flattery|vigilance|deception,0.5793,0.0905
154,Brag and nature may bring you down.,154,The Olive Tree And The Fig Tree,pride,pride|flexibility|adaptability|hubris,8,0.6093,598,The Lamp,pride,boasting|humility|hubris|transience,0.6994,0.0902
312,Do not give up friends for foes.,312,"The Wolves, The Sheep And The Dogs",deception,deception|manipulation|protection|consequences,7,0.5803,595,"The Lion, The Fox and the Monkey serving dinner",wisdom,favoritism|hospitality|loyalty|fear of loss,0.6703,0.0900
454,People who have been treated with contempt repay the deed in kind.,454,The Panther And The People,justice,gratitude|vengeance|justice|mercy,5,0.6184,42,The Fox and the Crane,justice,revenge|hospitality|trickery|justice,0.7072,0.0888
269,Vanity betrays every fraud.,269,Hermes And Tiresias,wisdom,prophecy|deception|divine|revelation,7,0.5613,95,The Shipwrecked Impostor,deception,deception|lying|pride|consequences,0.6500,0.0888
658,There is no wealth greater than liberty.,658,A Goldfinch and a Boy,courage,freedom|self-reliance|captivity|independence,5,0.5554,547,The Dog and the Wolf,freedom,freedom|slavery|comfort vs liberty|choice,0.6440,0.0886
199,Beware of empty promises made during good times.,199,The Two Dung Beetles,friendship,friendship|broken promises|abundance|self-interest,4,0.5909,521,The Sick Man And His Wife,deception,prayer|cynicism|impossible promises|survival,0.6794,0.0886
601,Falsehood is with all men.,601,Truth and The Traveler,deception,truth|lies|societal decline|exile,5,0.6096,254,Hermes And The Cobblers,deception,divine order|deception|craft|human nature,0.6981,0.0886
128,When people harbor a criminal they become his first victims without even realizing it.,128,The Shepherd And The Wolf Cubs,ingratitude,ingratitude|nature|consequences|trust,39,0.4473,538,The Doves And The Kite,deception,tyranny|deception|misplaced trust|freedom vs security,0.5354,0.0882
308,Benefits are refused by those who don't understand them.,308,The Dog And The Gardener,ingratitude,ingratitude|rescue|consequences|irony,17,0.4768,172,The Travellers And The Plane Tree,ingratitude,ingratitude|usefulness|kindness|perspective,0.5638,0.0870
583,Look at the source when placing the blame.,583,The Stake and the Wall,justice,blame|responsibility|chain of causation|coercion,4,0.6313,509,The Farmer And The Sea,justice,blame|nature|fairness|perspective,0.7183,0.0870
591,Care defines ability.,591,The Soldier and His Horse,ingratitude,neglect|loyalty and reciprocity|gratitude|consequences,21,0.3851,322,The Donkey And The Lyre,wisdom,nature|wisdom|humility|contentment,0.4714,0.0863
563,A fine coat is not always an indication of an attractive mind.,563,The Fox and The Leopard,vanity,beauty|intelligence vs appearance|inner worth|vanity,3,0.6831,370,The Fox And The Mask,vanity,appearance vs reality|beauty|intellect|deception,0.7692,0.0861
627,A wise person will not attempt anything without having the right means to achieve it.,627,A Swallow and a Spider,wisdom,overreach|ambition|knowing one's limits|wisdom,3,0.5898,290,The Dog And The Lion,courage,courage|bravado|fear|wisdom,0.6751,0.0853
571,Don't deceive yourself.,571,The Jackdaw and The Fox,wisdom,false hope|patience|futility|wisdom,22,0.4011,269,Hermes And Tiresias,wisdom,prophecy|deception|divine|revelation,0.4863,0.0852
548,"It is better to be injured with impunity, than to put ourselves in the power of another.",548,The Horse and the Wild Boar,wisdom,revenge|unintended consequences|slavery|regret,12,0.5817,524,The Lion And The Farmer's Daughter,deception,love|vulnerability|deception|power,0.6657,0.0840
266,Those who commit grave wrongs cannot escape justice.,266,The Murderer And The Nile,fate,fate|inescapable doom|retribution|danger,4,0.5950,465,The Thief And The Lamp,justice,sacrilege|divine justice|punishment|moral order,0.6786,0.0836
694,True friends are hard to come by.,694,A Man had a mind to try his Friends,friendship,friendship|fairness-weather friends|loyalty|true friendship,2,0.6305,173,Socrates And His Friends,friendship,friendship|simplicity|wisdom|contentment,0.7130,0.0825
463,A change of place does not make you a saint.,463,"The Raven, The Stork And His Beak",wisdom,self-knowledge|escapism|violence|shame,2,0.5653,141,The Magpie And Her Tail,nature,nature|habit|self-improvement|futility,0.6463,0.0810
171,Be frank and open in your dealings.,171,The Snake And The Crab,justice,friendship|honesty|justice|consequences,16,0.4529,408,"The Man, Hermes And The Axes",greed,honesty|greed|divine reward|envy,0.5330,0.0800
194,Don't take your friends for foes.,194,The Bees And The Beekeeper,justice,ingratitude|misdirected anger|fairness|loyalty,7,0.5879,280,The Deer And Her Friends,ingratitude,ingratitude|greed|friendship|betrayal,0.6679,0.0800
260,Contentment with our lot is an element of happiness.,260,The Crab On Dry Land,nature,nature|proper place|overreaching|consequences,3,0.6470,555,The Author,contentment,human limitations|divine order|contentment|ambition,0.7265,0.0795
261,"Don't be seduced by deceptive words, they will cause nothing but trouble.",261,The Crane And The Crow,trust,deception|friendship|prophecy|betrayal,21,0.4866,518,The Young Man And The Prostitute,deception,flattery|self-deception|pleasure|deception,0.5658,0.0793
159,Everyone thinks themselves the best.,159,The Trees And The Bramble Bush,vanity,rivalry|vanity|mediation|pride,14,0.4874,270,Juno And The Peacock,contentment,fate|contentment|beauty|envy,0.5665,0.0790
330,False confidence often leads into danger.,330,"The Lion, The Rooster And The Donkey",hubris,false confidence|hubris|danger|irony,7,0.5106,84,The One-Eyed Doe,fate,fate|irony|precaution|danger,0.5887,0.0780
459,One should never trust those with a history of deceit.,459,The Wolf And The Shepherd,trust,trust|deception|naivety|betrayal,12,0.5795,420,The Lion And The Unicorn,deception,treachery|false mercy|betrayal|honour in victory,0.6568,0.0774
116,Seek to harm and harm shall find you.,116,The Wolf in Sheep's Clothing,deception,deception|disguise|consequences|fate,9,0.6908,349,The Farmer And The Fox,justice,revenge|fate|irony|consequences,0.7682,0.0773
363,A reward for one might be destruction for another.,363,The Flea And The Ox,contentment,perspective|gratitude|tolerance|different natures,8,0.5541,328,"The Pig, The Donkey And The Barley",wisdom,death|irony|appetite|wisdom,0.6312,0.0771
413,Don't promise big things if you can't deliver.,413,The Mountain In Labour,pride,false expectations|anticlimax|exaggeration|reality,10,0.3711,199,The Two Dung Beetles,friendship,friendship|broken promises|abundance|self-interest,0.4478,0.0768
137,"The dishonest, if they act honestly, get no credit.",137,"The Wolf, The Fox And The Monkey",justice,justice|reputation|judgment|deception,12,0.4620,287,The Old Woman And Her Doctor,deception,deception|greed|justice|trust,0.5383,0.0762
673,Not all things are suitable for all people.,673,A Son Singing at his Mother's Funeral,wisdom,social norms|hypocrisy|grief|propriety,5,0.5787,264,The Donkey And The Cricket,wisdom,imitation|nature|self-destruction|folly,0.6536,0.0749
477,What is most truly valuable is often underrated.,477,The Stag And His Reflection,pride,pride|vanity|self-deception|consequences,4,0.5707,26,The Cock and the Pearl,contentment,value|contentment|priorities|wisdom,0.6449,0.0743
367,We should do favours for someone who can do us a good deed in return.,367,"The Man, The Mare And The Foal",wisdom,negotiation|dependency|future reward|vulnerability,6,0.7054,146,The Shepherd And The Lion,friendship,gratitude|kindness|justice|friendship,0.7795,0.0741
133,Experience often provides clearer insight than empty predictions.,133,Aesop And The Soothsayers,wisdom,wisdom|practical advice|charlatanism|humor,3,0.4886,436,The Merchant And The Ravens,wisdom,superstition|omens|skepticism|reason,0.5625,0.0739
291,Do not believe those who have ill intentions.,291,"The Fox, The Lamb And The Dog",deception,deception|predation|protection|threat,17,0.5704,265,The Dogs And The Crocodiles,wisdom,danger|caution|cunning|survival,0.6432,0.0728
345,Do not boast too much at the height of your powers; people often spend their old age worn out with toil and trouble.,345,The Race Horse In The Mill,fate,fate|decline|nostalgia|contentment,13,0.5169,598,The Lamp,pride,boasting|humility|hubris|transience,0.5888,0.0719
409,The promises of the greedy are often empty and insincere.,409,The Traveller And Hermes,deception,dishonesty|broken vows|false piety|trickery,3,0.6362,341,The Eagle And The Kite,deception,deception|boasting|disappointment|marriage,0.7080,0.0718
404,People who grasp at more than they need lose the little that they held in their hands.,404,The Widow And Her Hen,greed,greed|overfeeding|unintended consequences|excess,3,0.7191,19,The Boy and the Filberts,greed,greed|moderation|disappointment|wisdom,0.7906,0.0715
659,"True worth should be measured by character and deeds, not by outward appearances.",659,A Lapwing Preferr'd,vanity,vanity|appearance|honor|hypocrisy,3,0.6697,370,The Fox And The Mask,vanity,appearance vs reality|beauty|intellect|deception,0.7405,0.0708
150,Work honestly and you won't be scorned.,150,The Ant And The Fly,contentment,industry|pride|contentment|vanity,4,0.4861,148,The Ant And The Dung Beetle,patience,patience|industry|foresight|consequences,0.5569,0.0708
672,No one is so loving of a friend that they would not prefer their own good to that of another.,672,A Woman that would needs Die for her Husband,courage,cowardice|self-preservation|sacrifice|hypocrisy,11,0.5698,384,The Foxes And Their Tails,deception,self-interest|shame|peer pressure|manipulation,0.6399,0.0701
160,Do not take credit for the accomplishments of others.,160,The Donkey Who Carried The God,pride,vanity|pride|hubris|delusion,2,0.6295,636,A Fly upon a Wheel,vanity,vanity|self-importance|delusion|pride,0.6995,0.0700
475,Even the favours of wicked people are frightening.,475,Zeus And The Snake,trust,distrust|nature|divine judgment|danger,2,0.5757,679,A Mouse and a Kite,ingratitude,ingratitude|trust|betrayal|naivety,0.6455,0.0698
337,Count the cost before you commit yourselves.,337,The Hares And The Foxes,wisdom,alliance|wisdom|cowardice|self-preservation,4,0.5165,375,The Fox And The Hare In The Well,wisdom,foresight|planning|recklessness|consequences,0.5861,0.0697
667,"Everyone should be satisfied with their own lot in life, given that disaster awaits us on every side.",667,A Husbandman turn'd Soldier and Merchant,ambition,ambition|discontent|consequences|restlessness,15,0.5832,369,The Horse And The Miller,fate,change of fortune|fate|nostalgia|acceptance,0.6528,0.0696
117,Appearances are deceptive.,117,The Wolf in Sheep's Clothing,deception,deception|disguise|predation|trust,4,0.7505,677,A Cat and Mice,deception,deception|naivety|danger|appearances,0.8193,0.0687
84,Trouble comes from the direction we least expect it.,84,The One-Eyed Doe,fate,fate|irony|precaution|danger,2,0.7362,283,The Hunters And The Deer With One Eye,fate,fate|irony|danger|trust,0.8045,0.0683
56,Avoid a remedy that is worse than the disease.,56,"The Hawk, the Kite, and the Pigeons",trust,protection|trust|danger|folly,2,0.7700,241,The Man And The Cat,wisdom,unintended consequences|remedies|irony|greed,0.8376,0.0677
247,Favor those who do you kindness.,247,"The Two Men, The Eagle And The Fox",wisdom,gratitude|self-interest|counsel|repayment,9,0.6977,91,The Serpent and the Eagle,ingratitude,gratitude|ingratitude|revenge|kindness,0.7654,0.0677
346,The only thing that can really bring shame on a man is a punishment that he has justly deserved.,346,The Eunuch And His Accuser,wisdom,fate|insult|wisdom|dignity,5,0.4808,501,The Dog And His Bell,vanity,shame|vanity|false pride|evil reputation,0.5483,0.0675
481,Bad situations rarely get better.,481,The Monk And The Abbots,wisdom,pragmatism|wisdom|fear of worse|acceptance,5,0.4386,640,The Fishes and the Frying-Pan,wisdom,panic|rash decisions|frying pan into the fire|fate,0.5052,0.0665
467,Familiarity can alleviate seemingly intractable problems.,467,The Rich Man And The Tanner,patience,adaptation|patience|tolerance|habituation,3,0.5793,234,The Camel And The People,wisdom,fear|familiarity|contempt|power,0.6456,0.0662
539,"It is dangerous to believe a story, and dangerous not to believe it.",539,Augustus And The Murder,justice,false accusation|jealousy|hasty judgment|justice,3,0.5471,486,The Wolf And The Nurse,deception,false threats|deception|idle words|missed opportunity,0.6128,0.0657
248,A discerning person is made wise by the misfortunes of his neighbours.,248,The Cicada And The Fox,deception,cunning|flattery|vigilance|deception,2,0.7145,68,"The Lion, the Fox, and the Ass",wisdom,cunning|power|survival|learning,0.7801,0.0656
75,"One story is good, till another is told.",75,The Man and the Lion,pride,perspective|bias|storytelling|power,4,0.4718,686,A Widow and a Green Ass,wisdom,social pressure|remarriage|novelty|gossip,0.5374,0.0655
638,Men would bear their misfortunes more patiently if they considered the ones of others.,638,"The monkey, donkey and mole",contentment,ingratitude|perspective|complaint|suffering,5,0.6521,52,The Hares and the Frogs,courage,fear|perspective|courage|timidity,0.7172,0.0651
190,He that is neither one thing nor the other has no friends.,190,The War Between The Beasts And The Birds,trust,loyalty|betrayal|opportunism|punishment,2,0.7569,13,"The Bat, the Birds and the Beasts",trust,loyalty|opportunism|belonging|neutrality,0.8216,0.0647
29,Those who enter by the back stairs may expect to be shown out at the window.,29,The Dog and the Cook,deception,opportunism|greed|deception|consequences,10,0.4609,579,The Weasel and the Partridge,wisdom,seniority|hierarchy|newcomer vs established|social status,0.5248,0.0638
425,The safeguards of virtue are hateful to those with evil intentions.,425,The Rooster And The Thieves,wisdom,usefulness as threat|irony|service|danger of warning,14,0.4012,399,The Halcyon And The Sea,trust,misplaced trust|false security|nature's betrayal|irony,0.4647,0.0635
503,Do not be in a hurry to change one evil for another.,503,The Oxen And The Butcher,wisdom,pragmatism|wisdom|revenge|unintended consequences,11,0.6314,241,The Man And The Cat,wisdom,unintended consequences|remedies|irony|greed,0.6946,0.0631
383,Take pleasure when thieves destroy themselves.,383,"The Wolf, The Fox And The Shepherd",ingratitude,betrayal|revenge|guilt|consequences,8,0.5440,343,The Two Enemies,pride,hatred|revenge|irony|death,0.6065,0.0625
586,Even gods may not know everything.,586,The Husbandman That Lost His Mattock,wisdom,divine fallibility|faith|consistency|judgment,7,0.4310,480,The Witch On Trial,wisdom,hypocrisy|irony|false expertise|justice,0.4935,0.0625
4,Men often bear little grievances with less courage than they do large misfortunes.,4,The Ass and the Frogs,contentment,perspective|suffering|complaint|empathy,7,0.5620,226,The Bull And The Goats,patience,refuge|insult|greater danger|patience,0.6244,0.0624
426,Caution is far superior to reckless haste and hurry.,426,The Pigeon And The Painting,wisdom,illusion|thirst|fatality|appearance vs reality,4,0.5378,393,The Two Frogs At The Well,wisdom,caution|planning|foresight|consequences,0.6000,0.0622
480,People often make extravagant promises which they are completely unable to carry out.,480,The Witch On Trial,wisdom,hypocrisy|irony|false expertise|justice,4,0.5732,341,The Eagle And The Kite,deception,deception|boasting|disappointment|marriage,0.6347,0.0615
279,Those who are not content with what they have may end up losing it while pursuing greater desires.,279,"The Lion, The Hare And The Deer",greed,greed|opportunity|regret|contentment,3,0.6715,235,Zeus And The Camel,greed,greed|divine punishment|envy|acceptance,0.7329,0.0614
654,"Do not trade what might come, which is uncertain, for present opportunities, which can never be regained.",654,A Fowler and a Chaffinch,greed,greed|opportunity|waiting too long|regret,6,0.6313,36,The Fisher and the Little Fish,wisdom,certainty|opportunity|prudence|greed,0.6928,0.0614
622,"Value is what others think of you, not what you think of yourself.",622,The River Fish and The Sea Fish,pride,pride|social status|origins|market value,2,0.5357,406,Hermes And The Statues,vanity,vanity|humility|divine hierarchy|self-importance,0.5957,0.0599
702,Seek the friendship of those who do not withdraw from offering help even in a time of adversity.,702,A Lion and a Hog,friendship,friendship|loyalty|unexpected alliances|character,3,0.6809,14,The Bear and the Two Travelers,friendship,friendship|loyalty|cowardice|trust,0.7404,0.0596
281,"In avoiding a lesser danger, one may inadvertently fall into a greater peril.",281,The Deer And The Lion,wisdom,fear|danger|fate|irony,2,0.7465,399,The Halcyon And The Sea,trust,misplaced trust|false security|nature's betrayal|irony,0.8060,0.0595
15,It is easy to propose impossible remedies.,15,Belling the Cat,courage,courage|wisdom|planning|cowardice,6,0.5592,241,The Man And The Cat,wisdom,unintended consequences|remedies|irony|greed,0.6186,0.0594
669,He who claims any good for himself takes away from the source of all the good he enjoys.,669,A River and a Fountain,pride,pride|ingratitude|hubris|interdependence,13,0.5072,160,The Donkey Who Carried The God,pride,vanity|pride|hubris|delusion,0.5665,0.0593
161,Those who refuse to share and respond with rudeness may face dire consequences for their actions.,161,The Bald Man And The Gardener,pride,pride|insult|violence|consequences,4,0.4390,513,The Monkey And The Fox,pride,selfishness|cruelty|vanity|pride,0.4981,0.0591
372,A wicked person deservedly comes to a bad end by keeping company with other wicked people.,372,The Snake And The Thorn Bush,justice,guilt by association|wickedness|deserved fate|nature,3,0.5849,525,The Stork And The Cranes,justice,guilt by association|justice|innocence|consequences,0.6426,0.0577
693,Complaining is the privilege of the weak.,693,A Creaking Wheel,vanity,vanity|incompetence|complaint|self-importance,7,0.5672,502,The Bulls And The Wagon,ingratitude,ingratitude|noise vs labour|irony|complaining,0.6247,0.0575
386,Someone who plots against others falls into his own trap.,386,"The Wolf, The Fox And The Ailing Lion",wisdom,flattery|cunning|revenge|turning the tables,4,0.7461,317,The Goat And The Donkey,deception,envy|deception|consequences|justice,0.8031,0.0570
169,People are often eager to treat their enemies well in the hopes of gaining something by it.,169,The Crow And Athena,wisdom,hope|piety|persistence|humor,14,0.5941,420,The Lion And The Unicorn,deception,treachery|false mercy|betrayal|honour in victory,0.6510,0.0568
369,Accept the changes in life.,369,The Horse And The Miller,fate,change of fortune|fate|nostalgia|acceptance,3,0.4084,417,"The Man, His Wife And The Boy Outside",wisdom,infidelity|tolerance|pragmatism|desire,0.4651,0.0567
656,"We should not be upset by the words of our teachers, since those words are usually the cause of many good things.",656,A Spaniel and a Sow,friendship,loyalty|treatment|gratitude|trade-offs,17,0.4480,700,A Lad Robbing an Orchard,wisdom,authority|persistence|ineffectual warnings|action over words,0.5032,0.0553
606,It is better to endure short-term struggles for long-term benefits than the other way around.,606,Prometheus and the two roads,wisdom,freedom vs slavery|difficulty and reward|short-term ease vs long-term gain|choice,2,0.4343,206,The Sparrow And The Myrtle Berries,contentment,greed|temptation|self-destruction|contentment,0.4881,0.0538
2,There's a time for work and a time for play.,2,The Ant and the Grasshopper,wisdom,preparation|laziness|foresight|industry,5,0.5148,149,The Ant And The Cricket,patience,patience|foresight|industry|consequences,0.5686,0.0537
28,Men often revert to their natural instincts.,28,The Dancing Monkeys,nature,nature|instinct|pretense|true character,4,0.6049,24,The Cat and Venus,nature,nature|transformation|instinct|love,0.6581,0.0533
30,People often grudge others what they cannot enjoy themselves.,30,The Dog in the Manger,greed,selfishness|spite|greed|uselessness,2,0.8375,483,The Dog In The Manger,greed,selfishness|envy|spite|possessiveness,0.8890,0.0515
532,It is better to serve in safety than to rule in peril.,532,The Fox And The Lion Hunting,greed,partnership|greed|independence|consequences,4,0.6230,325,"The Donkey, The Onager And The Lion",contentment,freedom|envy|fate|consequences,0.6738,0.0508
149,Prepare for the future.,149,The Ant And The Cricket,patience,patience|foresight|industry|consequences,3,0.7059,2,The Ant and the Grasshopper,wisdom,preparation|laziness|foresight|industry,0.7565,0.0505
283,Watch on all sides.,283,The Hunters And The Deer With One Eye,fate,fate|irony|danger|trust,2,0.5963,84,The One-Eyed Doe,fate,fate|irony|precaution|danger,0.6467,0.0505
221,Inner beauty is better than outer beauty.,221,The Children And The Mirror,vanity,vanity|beauty|virtue|self-knowledge,3,0.5932,563,The Fox and The Leopard,vanity,beauty|intelligence vs appearance|inner worth|vanity,0.6434,0.0503
506,Some would rather fight than not.,506,The Dolphins And The Whales,pride,pride|mediation|war|contempt,11,0.4686,607,The Mouse and The Frog,wisdom,rivalry|escalation|unexpected end|third party intervention,0.5185,0.0499
174,"Those who pretend to be what they are not, sooner or later, find themselves in deep water.",174,The Monkey And The Dolphin,deception,deception|lying|consequences|pride,3,0.6478,332,The Jackdaw And The Doves,deception,identity|belonging|deception|consequences,0.6977,0.0499
32,How often do we supply our enemies with the means of our own destruction.,32,The Eagle and the Arrow,fate,fate|self-contribution|hubris|tragedy,2,0.7248,168,The Ax And The Trees,ingratitude,betrayal|consequences|complicity|ingratitude,0.7745,0.0498
528,We must make friends in prosperity if we would have their help in adversity.,528,The Kite And His Mother,justice,sin|divine punishment|regret|impiety,4,0.6331,694,A Man had a mind to try his Friends,friendship,friendship|fairness-weather friends|loyalty|true friendship,0.6828,0.0497
474,Some may choose mutual destruction over continued suffering.,474,The Snake And The Wasp,courage,revenge|self-sacrifice|suffering|spite,6,0.5158,215,The Lion And The Boar At The Spring,wisdom,conflict|common threat|peace|wisdom,0.5653,0.0495
304,Enterprise is not to be judged in terms of its speed but its outcome.,304,"The Sow, The Dog And Their Litters",pride,boasting|pride|nature|irony,3,0.5131,371,The Tortoise And The Hare,pride,overconfidence|persistence|humility|competition,0.5618,0.0487
324,People often appreciate what they had only after experiencing something worse.,324,The Donkey And His Masters,contentment,contentment|fate|consequences|wisdom,3,0.4983,638,"The monkey, donkey and mole",contentment,ingratitude|perspective|complaint|suffering,0.5468,0.0486
111,Quality is better than quantity.,111,The Vixen and the Lioness,pride,pride|vanity|quality vs quantity|dignity,2,0.7358,377,The Sow And The Lioness,pride,quality vs quantity|pride|boasting|nobility,0.7844,0.0486
701,A bird in the hand is worth two in the bush.,701,A Nightingale and a Hawk,wisdom,pragmatism|beauty vs utility|survival|persuasion fails,6,0.8409,654,A Fowler and a Chaffinch,greed,greed|opportunity|waiting too long|regret,0.8894,0.0485
45,Look before you leap.,45,The Fox and the Goat,deception,deception|cunning|foresight|trust,3,0.7907,393,The Two Frogs At The Well,wisdom,caution|planning|foresight|consequences,0.8390,0.0483
20,One man's pleasure may be another's pain.,20,The Boys and the Frogs,justice,cruelty|empathy|sport|suffering,3,0.6452,617,The Eyes and the Honey,contentment,envy|self-harm|misguided desires|consequences,0.6933,0.0480
227,"When we form friendships with one another, we must choose allies who can come to our aid in moments of peril.",227,The Dolphin And The Lion,nature,alliance|limits|nature|broken promises,3,0.6375,337,The Hares And The Foxes,wisdom,alliance|wisdom|cowardice|self-preservation,0.6845,0.0470
49,Old friends should not be sacrificed for new ones.,49,The Goatherd and the Wild Goats,trust,ingratitude|trust|favoritism|loyalty,2,0.7752,595,"The Lion, The Fox and the Monkey serving dinner",wisdom,favoritism|hospitality|loyalty|fear of loss,0.8219,0.0467
189,Do not always stick to the same course.,189,The Bat And The Weasels,wisdom,adaptability|survival|identity|cunning,5,0.4741,585,The Camel and The Arab,wisdom,futility of choices|forced options|irony|complaints,0.5201,0.0461
234,Familiarity mollifies even the most terrifying things.,234,The Camel And The People,wisdom,fear|familiarity|contempt|power,2,0.7211,385,The Fox And The Lion,courage,familiarity|fear|courage|exposure,0.7671,0.0460
69,Small liberties can be large offenses.,69,"The Lion, the Mouse, and the Fox",pride,pride|dignity|honor|excuse,6,0.5043,314,The Wolf And The Raven,justice,injustice|double standards|hypocrisy|envy,0.5499,0.0456
276,"Bad things naturally happen to bad people, while good things lie in wait for people who are honest and reasonable.",276,The Cyclops And His Treasure,fate,fate|fortune|despair|irony,3,0.5141,494,The Bride And The Two Grooms,fate,fate|divine intervention|love|fortune,0.5589,0.0448
94,"There is no believing a liar, even when he speaks the truth.",94,The Shepherd's Boy and the Wolf,deception,deception|trust|consequences|honesty,2,0.7525,137,"The Wolf, The Fox And The Monkey",justice,justice|reputation|judgment|deception,0.7957,0.0432
145,People get themselves into trouble because of their boasting.,145,The Foxes At The River,hubris,bravado|pride|hubris|consequences,6,0.5342,95,The Shipwrecked Impostor,deception,deception|lying|pride|consequences,0.5772,0.0430
428,"When your adversary is also your judge, don't bother arguing.",428,A Lark in A Net,fate,pleading|mercy|hunger|fate,6,0.4960,612,The Jar goes to Court,wisdom,practicality vs legalism|priorities|self-care|wise counsel,0.5387,0.0427
306,Take what you can get when you can get it.,306,The Wolf And The Sleeping Dog,deception,cunning|trust|deception|patience,4,0.6462,654,A Fowler and a Chaffinch,greed,greed|opportunity|waiting too long|regret,0.6882,0.0420
505,There is no wealth greater than liberty.,505,"The Wolf, The Dog And The Collar",contentment,freedom|captivity|comfort vs liberty|choice,2,0.6032,547,The Dog and the Wolf,freedom,freedom|slavery|comfort vs liberty|choice,0.6440,0.0408
