query_moral_idx,query_moral,query_moral_category,top1_fable_idx,top1_moral_idx,top1_moral,top1_moral_category,shared_moral_category,moral_moral_sim,gt_rank,score_gap
668,"When public officials encourage foolishness, it's no surprise if fools try to become public officials.",ambition,646,646,"Big talkers are not suited for trust, business, or conversation.",vanity,False,0.2613,2,0.0152
442,The best intentions will not always ensure success.,fate,440,440,"A sinful mind can even change a person's nature, causing it to be impaired.",hubris,False,0.2611,373,0.2071
499,"One is known by deeds, not by words.",deception,572,572,"When a man has both an interest and an inclination to betray us, there's no trusting him.",deception,True,0.2594,22,0.2662
670,We should not expect that our crimes will always go unpunished.,justice,465,465,"Sometimes, those you support become your worst enemy.",justice,True,0.2582,95,0.2966
251,The penalty for speaking and for keeping silent is one and the same.,deception,461,461,The unjust man is envious of anyone else's good fortune.,justice,False,0.2574,341,0.1825
490,You should not add one problem to another.,wisdom,241,241,Relying too much on subordinates can lead to unintended consequences.,wisdom,True,0.2574,11,0.1308
67,Try before you trust.,trust,263,263,You should not treat bad people the same way that you treat good people.,wisdom,False,0.2564,18,0.1006
435,People often make plans that turn out to be to their own disadvantage.,wisdom,488,488,You can fool someone only so many times.,deception,False,0.2538,19,0.1335
492,People adjust their beliefs based on what is profitable for them.,wisdom,189,189,Do not always stick to the same course.,wisdom,True,0.2535,162,0.1812
510,Beware the sort of person who uses tricks.,deception,485,485,Be yourself and don't pretend to be someone you're not.,deception,True,0.2504,36,0.2059
629,Pride and vanity leads to our downfall.,contentment,581,581,Do not let your fancy make you forget realities.,pride,False,0.2492,97,0.3659
196,Pretenders will be found out.,justice,562,562,Know your enemies.,deception,False,0.2451,46,0.2197
212,Rewards do not always accompany a lifetime of good work.,ingratitude,323,323,"Instead of looking at how things start, we should look instead at how they turn out in the end.",justice,False,0.2427,10,0.1342
534,"Pay attention to deeds, not words.",wisdom,572,572,"When a man has both an interest and an inclination to betray us, there's no trusting him.",deception,False,0.2371,21,0.2979
649,Embrace your own strengths.,patience,627,627,A wise person will not attempt anything without having the right means to achieve it.,wisdom,False,0.2323,101,0.1943
186,Intent matters more than the outcome.,wisdom,51,51,Necessity is our strongest weapon.,wisdom,True,0.2303,182,0.1373
422,A hypocrite can usually be found out.,wisdom,562,562,Know your enemies.,deception,False,0.2302,39,0.1734
339,God is the ultimate judge.,justice,587,587,Act as you profess to believe.,justice,True,0.2280,81,0.1909
73,Yield to all and you will soon have nothing to yield.,vanity,297,297,There is danger lurking in the words of a wicked person.,ingratitude,False,0.2237,16,0.1080
612,Action is more valuable than arguments.,wisdom,196,196,Pretenders will be found out.,justice,False,0.2233,14,0.1424
535,"A man cannot be too careful of what he does, where the life of any creature is in question.",wisdom,263,263,You should not treat bad people the same way that you treat good people.,wisdom,True,0.2195,41,0.1053
233,Jealousy can lead people to foolishly imitate their betters.,pride,508,508,Don't take on more than you can accomplish.,hubris,False,0.2191,2,0.0186
503,Do not be in a hurry to change one evil for another.,wisdom,241,241,Relying too much on subordinates can lead to unintended consequences.,wisdom,True,0.2170,11,0.0631
557,"The meaning is to be considered, not the mere words.",fate,80,80,Enemies' promises are made to be broken.,deception,False,0.2145,283,0.2318
441,Those who avoid hardship may miss out on valuable rewards.,patience,323,323,"Instead of looking at how things start, we should look instead at how they turn out in the end.",justice,False,0.2144,2,0.0101
680,Unwanted visits are a nuisance to a peaceful person's life.,wisdom,681,681,Possession is nine-tenths of the law.,wisdom,True,0.2129,2,0.0027
10,Vices are their own punishment.,greed,557,557,"The meaning is to be considered, not the mere words.",fate,False,0.2094,22,0.3013
294,Do not try to gain favor by acting in a way that is contrary to your own nature and character.,contentment,332,332,Greed for more can lead to losing what you already have.,deception,False,0.2090,19,0.1194
160,Do not take credit for the accomplishments of others.,pride,636,636,Arrogant fools have no true influence.,vanity,False,0.1984,2,0.0700
462,Desire things you don't understand and you accept the consequences.,greed,426,426,Caution is far superior to reckless haste and hurry.,wisdom,False,0.1977,107,0.1946
325,The insubordinate are free from both obligation and protection.,contentment,602,602,Consider all before you judge.,ingratitude,False,0.1972,5,0.0371
56,Avoid a remedy that is worse than the disease.,trust,241,241,Relying too much on subordinates can lead to unintended consequences.,wisdom,False,0.1929,2,0.0677
15,It is easy to propose impossible remedies.,courage,241,241,Relying too much on subordinates can lead to unintended consequences.,wisdom,False,0.1918,6,0.0594
103,Everyone is more or less master of his own fate.,fate,156,156,Do not mock the gods.,hubris,False,0.1888,5,0.2006
568,Everyone is more or less master of his own fate.,ingratitude,156,156,Do not mock the gods.,hubris,False,0.1888,174,0.4009
42,Do unto others what you would have them do unto you.,justice,626,626,It's wise to think before we speak.,justice,True,0.1872,4,0.2333
424,Hypocritical speeches are easily seen through.,trust,562,562,Know your enemies.,deception,False,0.1870,61,0.1922
418,People who have been judged in the past can later on be in a position to judge their former teachers.,nature,473,473,False men cannot be trusted.,deception,False,0.1770,3,0.0023
185,Expectations can lead to disappointment when reality does not match our desires.,fate,360,360,"We have to endure reversals of fortune, since we know that life is a matter of luck.",contentment,False,0.1743,79,0.4107
174,"Those who pretend to be what they are not, sooner or later, find themselves in deep water.",deception,332,332,Greed for more can lead to losing what you already have.,deception,True,0.1692,3,0.0499
194,Don't take your friends for foes.,justice,280,280,Good will is worth nothing unless it is accompanied by good acts.,ingratitude,False,0.1629,7,0.0800
606,It is better to endure short-term struggles for long-term benefits than the other way around.,wisdom,206,206,Men feel worst when they contribute to their own undoing.,contentment,False,0.1588,2,0.0538
338,Pride goes before destruction.,hubris,581,581,Do not let your fancy make you forget realities.,pride,False,0.1576,2,0.0078
368,Coffers of cash put a stop to honest traffic in praise.,greed,267,267,Vanity can lead to self-destruction.,vanity,False,0.1549,12,0.1040
456,Temptation can lead even the most virtuous individuals to compromise their integrity and values.,deception,251,251,The penalty for speaking and for keeping silent is one and the same.,deception,True,0.1432,32,0.1331
485,Be yourself and don't pretend to be someone you're not.,deception,332,332,Greed for more can lead to losing what you already have.,deception,True,0.1432,54,0.2324
507,Be yourself and don't pretend to be someone you're not.,wisdom,332,332,Greed for more can lead to losing what you already have.,deception,False,0.1432,80,0.2592
328,Easy life and seeming good fortune of others conceal a threat to their welfare.,wisdom,93,93,Understand what you are doing before you do it.,greed,False,0.1334,7,0.0302
240,Gossips are to be seen and not heard.,deception,239,239,Stay focused on your goals.,wisdom,False,0.0844,86,0.1685
